customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C05905,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,87.72,255.76,Yes
C05906,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),68.34,1264.08,No
C05907,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.9,346.92,No
C05908,Male,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.84,2081.26,Yes
C05909,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,70.88,18.0,Yes
C05910,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.97,278.86,Yes
C05911,Female,0,No,No,59,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),42.64,2598.21,No
C05912,Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.46,341.44,No
C05913,Male,0,No,No,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.84,171.74,Yes
C05914,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,498.72,No
C05915,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),69.87,1556.72,Yes
C05916,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,132.46,No
C05917,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1208.55,No
C05918,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.73,1020.3,No
C05919,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.96,18.0,Yes
C05920,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,404.25,No
C05921,Male,0,No,No,2,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),57.47,198.81,No
C05922,Male,1,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,27.86,80.65,No
C05923,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),32.67,2472.24,No
C05924,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.46,1438.68,Yes
C05925,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),49.64,3333.09,No
C05926,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.21,349.77,Yes
C05927,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,43.0,177.2,Yes
C05928,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.21,712.52,Yes
C05929,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.2,815.38,Yes
C05930,Male,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.65,2531.05,No
C05931,Male,0,No,No,29,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.85,2090.5,No
C05932,Female,0,No,Yes,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.13,1985.5,No
C05933,Female,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),68.49,2308.42,No
C05934,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.98,1865.97,No
C05935,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),60.87,4295.21,No
C05936,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,18.0,31.49,No
C05937,Female,1,No,No,51,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),29.49,1602.36,No
C05938,Male,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.47,1523.48,Yes
C05939,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,585.67,No
C05940,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1095.44,No
C05941,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,28.97,69.16,No
C05942,Male,0,No,Yes,25,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.63,1263.23,No
C05943,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,34.68,2450.95,No
C05944,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.08,1161.36,Yes
C05945,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),68.17,4671.73,No
C05946,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,50.78,394.73,No
C05947,Female,0,Yes,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,54.1,1799.76,No
C05948,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.23,2190.85,No
C05949,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.43,741.05,No
C05950,Male,0,No,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,73.96,1672.61,No
C05951,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),45.69,18.0,No
C05952,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.38,52.3,Yes
C05953,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.84,1112.82,Yes
C05954,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.61,999.43,No
C05955,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.23,4848.06,No
C05956,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,59.35,1986.49,Yes
C05957,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,30.63,1708.59,No
C05958,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,747.19,No
C05959,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,651.68,No
C05960,Male,0,No,No,46,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,38.8,1856.38,No
C05961,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,84.43,1945.53,No
C05962,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.38,1228.36,Yes
C05963,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.05,140.89,Yes
C05964,Male,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.21,1819.98,No
C05965,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),83.06,18.0,No
C05966,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,162.4,No
C05967,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.27,814.01,No
C05968,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,41.53,2891.96,No
C05969,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.55,1452.34,No
C05970,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),42.61,614.53,No
C05971,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.85,2628.63,No
C05972,Male,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.38,4464.72,No
C05973,Male,0,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.48,1593.42,Yes
C05974,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,33.36,742.33,No
C05975,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.37,918.68,No
C05976,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.78,328.5,No
C05977,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.07,5081.76,No
C05978,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.55,4283.72,No
C05979,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,93.58,3566.63,No
C05980,Male,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),76.82,1935.56,No
C05981,Female,1,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),75.14,5348.41,No
C05982,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.43,747.13,Yes
C05983,Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.81,319.46,No
C05984,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.53,18.0,Yes
C05985,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,66.42,3327.82,No
C05986,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,49.51,2446.17,No
C05987,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.19,1125.77,No
C05988,Male,0,No,No,33,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),59.95,2249.6,No
C05989,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.54,1079.71,Yes
C05990,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,60.21,61.76,Yes
C05991,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.17,397.05,Yes
C05992,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),38.59,1162.02,No
C05993,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.1,4361.41,No
C05994,Female,0,No,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,48.3,2084.73,No
C05995,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.84,238.02,Yes
C05996,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,62.44,18.0,Yes
C05997,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,853.41,No
C05998,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.93,97.38,Yes
C05999,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.38,1027.62,Yes
C06000,Male,1,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,36.34,18.0,Yes
C06001,Male,0,No,Yes,26,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.24,1400.54,No
C06002,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),54.45,565.52,No
C06003,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),54.1,597.02,No
C06004,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),39.86,1251.28,No
C06005,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.26,781.66,Yes
C06006,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.43,120.09,Yes
C06007,Male,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.76,1602.88,No
C06008,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.34,3789.89,No
C06009,Female,1,Yes,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,40.73,108.75,No
C06010,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,209.23,No
C06011,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,73.4,379.08,No
C06012,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.44,1422.79,No
C06013,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.82,1366.25,No
C06014,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.58,413.17,Yes
C06015,Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,28.2,277.13,No
C06016,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.45,446.44,Yes
C06017,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,292.82,No
C06018,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.83,61.05,No
C06019,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,49.34,3237.62,No
C06020,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.08,1848.48,No
C06021,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,33.67,379.36,No
C06022,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,78.37,5748.57,No
C06023,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,56.12,192.43,Yes
C06024,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,50.84,18.0,No
C06025,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,61.03,4192.12,No
C06026,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,410.38,No
C06027,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,37.33,2504.06,No
C06028,Male,0,No,Yes,32,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,24.11,1024.34,No
C06029,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,44.08,3304.88,No
C06030,Male,0,No,No,44,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.83,2203.06,No
C06031,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,225.4,No
C06032,Male,1,No,No,61,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.19,3281.12,No
C06033,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,80.25,95.88,Yes
C06034,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,43.27,1285.21,No
C06035,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,74.24,1899.48,Yes
C06036,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),88.72,2933.95,No
C06037,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.1,2910.97,No
C06038,Male,1,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.93,4922.74,Yes
C06039,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,833.9,No
C06040,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,25.68,1623.54,No
C06041,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),65.74,940.1,Yes
C06042,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.45,5136.97,No
C06043,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,724.27,No
C06044,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.65,3027.46,No
C06045,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.95,3989.56,No
C06046,Male,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.71,18.0,No
C06047,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.2,1484.23,Yes
C06048,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.76,954.3,No
C06049,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,64.82,72.82,Yes
C06050,Male,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.9,1417.01,No
C06051,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),71.95,4490.13,No
C06052,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.13,18.0,Yes
C06053,Male,0,No,No,72,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),38.67,2480.6,No
C06054,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),41.69,3279.7,No
C06055,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.48,985.59,No
C06056,Female,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.58,1446.58,No
C06057,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,95.88,121.97,Yes
C06058,Male,1,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.9,4098.75,Yes
C06059,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.79,710.63,No
C06060,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.17,4707.9,No
C06061,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,74.67,711.9,No
C06062,Male,0,No,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),38.31,1296.4,No
C06063,Female,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),70.37,3343.87,No
C06064,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.53,704.76,Yes
C06065,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.28,1134.22,No
C06066,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1001.51,No
C06067,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.34,1458.21,No
C06068,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),27.03,1381.98,No
C06069,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.91,1743.93,Yes
C06070,Female,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.68,1766.01,No
C06071,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),86.52,288.54,No
C06072,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,63.06,1664.45,No
C06073,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.64,1214.38,Yes
C06074,Male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,1361.85,No
C06075,Female,0,No,Yes,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.94,218.02,Yes
C06076,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.29,837.58,Yes
C06077,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.19,2994.95,No
C06078,Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.56,130.42,No
C06079,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,47.92,784.44,Yes
C06080,Male,0,No,No,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,71.21,602.74,Yes
C06081,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),69.79,1362.8,No
C06082,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,25.25,1448.94,No
C06083,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,78.79,4315.51,No
C06084,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),38.62,544.05,No
C06085,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,73.32,1304.79,Yes
C06086,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),31.94,2330.72,No
C06087,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),70.65,4947.58,No
